_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
381068685,2024-09-08,29.5316103,35.0044055,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,صالون ام طارق ,Service Activities,Personal services,صالون نسائي,780191124,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,10:28:04.431000,10:34:33.743000
381068690,2024-09-08,29.5317081,35.0035314,Aqaba,Aqaba Al-Qasabah,No,Not Registered,عيادات الدكتور شهد حجازين ,Human Health and Social Work Activities,Clinics,عيادة اسنان ,792018001,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,10:35:39.785000,10:53:01.183000
381068693,2024-09-08,29.5317987,35.0043364,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,كفتيريا مجد ,Accommodation and Food Services (Tourism(,Restaurants,كافيه,777629548,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,مساعد شيف منسقات ,2024-09-08,2024-09-08,10:53:21.082000,11:06:34.575000
381068698,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Limited liability,فرح هوم ,Service Activities,Repair services,تصميم داخلي ,791973371,,Less than 10 employees,Micro,Yes,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,مهندسات او مصممات ,Yes,Yes,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,مهندسات او مصممات ,2024-09-08,2024-09-08,11:30:32.163000,11:37:04.738000
381068705,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,Swan clinc ,Human Health and Social Work Activities,Medical practices,عيادة جلدية ,788727027,790019945,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,11:37:32.392000,11:43:12.830000
381068710,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,محل she chocolate ,Wholesale and Retail Trade,Retail trade (apparel),ملابس,798922424,778002008,Less than 10 employees,Micro,Yes,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,مبيعات ,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:49:42.058000,12:01:01.851000
381068715,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,سوبر ماركت محمد الحميدير,Wholesale and Retail Trade,Retail trade (general merchandise),بيع منتجات ,799403057,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:01:11.920000,12:06:02.551000
381068719,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,No,Not Registered,عيادة الدكتورة لوريس قمر ,Human Health and Social Work Activities,Clinics,عيادة اسنان ,799388547,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,مساعد طبيب اسنان ,2024-09-08,2024-09-08,12:06:06.081000,12:12:35.161000
381068722,2024-09-08,29.5329823,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Limited liability,شركة العلا للخدمات الملاحية ,Transportation and Storage,Water transportation,نقل ,796200550,32019644,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,2024-09-08,2024-09-08,12:12:57.002000,12:23:55.995000
381068726,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,شركة اهلي للتمويل الاصغر ,Financial Services,Insurance,تمويل قروض صغيرة ,798321063,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,,2024-09-08,2024-09-08,12:25:37.501000,12:30:26.710000
381068732,2024-09-08,29.5336783,35.0047311,Aqaba,Aqaba Al-Qasabah,Yes,Limited liability,البنك الاهلي ,Financial Services,Banking,خدمات مالية ,795618675,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,2024-09-08,2024-09-08,12:30:54.961000,12:35:20.298000
381068738,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,صيدلية امجد عمرو ,Human Health and Social Work Activities,Medical practices,صيدلية ,796041721,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,12:38:52.854000,12:45:35.899000
381068743,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,No,Not Registered,عيادة الدكتور طارق البنا,Human Health and Social Work Activities,Clinics,عيادة اسنان ,796867601,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:45:41.335000,12:51:42.172000
381068751,2024-09-08,29.533522,35.0041839,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,شركة هيل وزعفران ,Accommodation and Food Services (Tourism(,Restaurants,ادارة المطاعم ,785253881,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:51:51.692000,13:01:28.070000
381068755,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,عيادة ايلا ,Human Health and Social Work Activities,Clinics,عيادة تجميل ,798587410,798950501,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,2024-09-08,2024-09-08,13:02:02.823000,13:06:41.764000
381068758,2024-09-08,29.5324453,35.0031871,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,شركة الحوت السريع للتخليص ,Transportation and Storage,Warehousing,نقل وتخليص ,797333258,797777704,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,مخلص جمركي ,2024-09-08,2024-09-08,13:10:36.685000,13:15:38.152000
381068764,2024-09-08,29.533086,35.0045305,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,شركة سالي ,Accommodation and Food Services (Tourism(,Restaurants,محل حلويات ,785484830,65508550,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,مساعد بسطة ,2024-09-08,2024-09-08,13:16:05.698000,13:26:45.046000
381068769,2024-09-08,29.5323102,35.0029244,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,Frut salad ,Accommodation and Food Services (Tourism(,Restaurants,محل عصائر ,788286211,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:27:06.226000,13:33:15.484000
381073052,2024-09-08,32.3419153713211,36.2020920308061,Mafraq,Mafraq Al-qasabeh,Yes,Cooperative,ارابيلا لسحب الالمنيوم ,Manufacturing,Metal fabrication,بروفيل الالمنيوم ,792864641,795522220,50 to 250,Medium,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,عمال انتاج ,2024-09-08,2024-09-08,11:09:54.058000,11:14:09.459000
381073064,2024-09-08,32.332338,36.2095291,Mafraq,Mafraq Al-qasabeh,Yes,Private shareholding,مصنع الاردنية البحرينية ,Manufacturing,Textile manufacturing,صناعة ورق ليس موجود من ضمن الخيارات ,,26297120,50 to 250,Medium,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,10,0,8,0,1,1,10,1,1,1,1,1,1,1,1,0,,2024-09-08,2024-09-08,11:38:48.092000,11:57:06.311000
381073070,2024-09-08,32.3416460143794,36.2020004575143,Mafraq,Badiah Shamaliyah,Yes,Sole proprietorship,مصنع مياه نبع ريفان,Manufacturing,Food processing,معالجة المياه ,788881238,,10 to 49,Small,Yes,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,فني تشغيل ,Yes,Yes,5,1,3,1,0,0,5,0,0,0,0,0,0,0,0,1,فني,2024-09-08,2024-09-08,12:07:12.278000,12:12:47.944000
381073077,2024-09-08,32.3783883,36.2428167,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,شركة خطوط الالكا,Manufacturing,Chemical manufacturing,مواد التنظيف ,795756878,795456878,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,40,0,40,0,0,0,40,0,0,0,0,0,0,0,0,1,عامل,2024-09-08,2024-09-08,12:24:30.857000,12:31:13.927000
381073085,2024-09-08,32.3796132,36.2417796,Mafraq,Badiah Gharbiah,Yes,Sole proprietorship,الشركة السويدية الاردنية للكيماويات,Manufacturing,Chemical manufacturing,فرلككلورايد,781543576,770911916,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,فني ومهندسين,2024-09-08,2024-09-08,12:37:42.338000,12:44:53.625000
381073097,2024-09-08,32.3756689,36.2407758,Mafraq,Badiah Gharbiah,Yes,Sole proprietorship,شركة النرجس للمواد الغذائية,Manufacturing,Food processing,القهوة والشوكولا والمكسرات,778358935,778358935,50 to 250,Medium,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,تغليف شوكولا عامل انتاج,2024-09-08,2024-09-08,12:58:52.701000,13:06:44.059000
381073101,2024-09-08,32.3744625,36.2434896,Mafraq,Badiah Gharbiah,Yes,Sole proprietorship,شركة الكاريبي ,Manufacturing,Chemical manufacturing,انتاج زيوت ,790882940,789101111,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,مهندس ميكانيك,2024-09-08,2024-09-08,13:10:22.251000,13:15:49.255000
381073109,2024-09-08,32.3752003,36.2440391,Mafraq,Badiah Gharbiah,Yes,Limited liability,الشركة الشرق الاوسط لصناعة العبوات البلاستيكية ,Manufacturing,Machinery manufacturing,تصنيع العبوات البلاستيكية,787770723,26298080,50 to 250,Medium,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,5,0,3,1,1,0,5,0,0,0,0,0,0,0,0,1,عماله,2024-09-08,2024-09-08,13:21:14.860000,13:30:55.459000
381074347,2024-09-08,31.8694163,35.8193034,Amman,Naour,Yes,Private shareholding,البركة سنتر ,Wholesale and Retail Trade,Retail trade (general merchandise),مادوات منزلية ومواد تنظيف ,7886456889,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:54:50.124000,12:01:21.375000
381074351,2024-09-08,31.8287611,35.8731466,Amman,Naour,Yes,Private shareholding,معرض إياد نصار ,Wholesale and Retail Trade,Retail trade (apparel),ملا بس ,787616440,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:01:49.745000,12:11:46.919000
381074355,2024-09-08,31.8706266,35.8161704,Amman,Naour,Yes,Private shareholding,مكتبة بلال عمر,Wholesale and Retail Trade,Retail trade (general merchandise),قرطاسية ومطبعة ,785089696,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:12:51.141000,12:16:59.806000
381074359,2024-09-08,31.8694163,35.8193034,Amman,Naour,Yes,Simple recommendation,مخيطة فاضل,Service Activities,Laundry services,دراي كلين و خياطة جميع انواع الالبسة,780185935,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:18:49.397000,12:21:04.811000
381122963,2024-09-08,30.319934,35.4814082,Maan,Petra,Yes,Sole proprietorship,صيدلية قمر الوادي ,Human Health and Social Work Activities,Medical practices,صيدليه أدوية ,799106855,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,صيدلانين,2024-09-08,2024-09-08,12:39:05.075000,12:43:43.404000
381122966,2024-09-08,30.3211912,35.480719,Maan,Petra,No,Not Registered,مخيطه ابو عمرو,Manufacturing,Textile manufacturing,خياطه وحباكه وتنجيد,775102022,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:45:53.900000,12:51:33.232000
381122969,2024-09-08,30.3212154,35.4806594,Maan,Petra,No,Not Registered,مخيطه ابو احمد ,Manufacturing,Textile manufacturing,خياطه وحباكه,772039443,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:52:21.354000,12:58:19.993000
381122976,2024-09-08,30.3214129,35.4805257,Maan,Petra,Yes,Sole proprietorship,مخيطه التقوى,Manufacturing,Textile manufacturing,مخيطه ملابس وحباكه وتنجيد,775581654,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:19:24.138000,13:24:40.148000
381122982,2024-09-08,30.3213681,35.480434,Maan,Petra,Yes,Sole proprietorship,مخيطه الرحاب ,Manufacturing,Textile manufacturing,مخيطه وحباكه,777659460,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:24:42.993000,13:28:27.074000
381122987,2024-09-08,30.320597,35.4803074,Maan,Petra,Yes,Sole proprietorship,فيكتوري سنتر,Wholesale and Retail Trade,Retail trade (general merchandise),عطورات ملابس اكسسوارات مواد تجميل ,772117325,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:30:22.325000,13:32:50.303000
381122993,2024-09-08,30.3205501,35.4802389,Maan,Petra,Yes,Sole proprietorship,أين كور ,Wholesale and Retail Trade,Retail trade (general merchandise),ملابس / اكسسوارات ,779943849,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:32:53.870000,13:38:07.606000
381122997,2024-09-08,30.3202294,35.4801625,Maan,Petra,Yes,Sole proprietorship,Hanisons pizzeria,Accommodation and Food Services (Tourism(,Restaurants,مطعم بيتزا ومأكولات ايطاليه,777770773,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:43:06.099000,13:47:08.094000
381191294,2024-09-08,32.002384,35.7888562,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,مؤسسة باسم للاكترونيات والقرطاسية ,Service Activities,Personal services,بيع أجهزة لابتوب وتصليح وكاميرات تمديد شبكات الانترنت,770727193,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:05:49.666000,11:15:12.281000
381191299,2024-09-08,32.0021573,35.7894353,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,قمر لبنان,Wholesale and Retail Trade,Retail trade (food),مؤكلات,785806233,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:58:40.817000,11:05:14.376000
381191302,2024-09-08,32.0021962,35.7894832,Balqaa,Fuhais and Mahes,No,Not Registered,البنك التجاري,Financial Services,Banking,قروض - حسابات - كفالات اعتمادات شيكات. الخ,788290025,,More than 250,Large,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,30,1,27,2,0,0,30,0,0,0,0,0,1,0,0,0,,2024-09-08,2024-09-08,10:51:34.948000,10:57:13.630000
381191306,2024-09-08,32.0020947,35.7899272,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,صيدلية كيو كير,Human Health and Social Work Activities,Medical practices,بيع ادوية,798460435,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:47:11.671000,10:51:16.047000
381191307,2024-09-08,32.0019426,35.7902422,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,عمر افندي,Wholesale and Retail Trade,Retail trade (apparel),بيع ملابس,64720270,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:40:17.430000,10:46:34.028000
381191308,2024-09-08,32.0022254,35.7912192,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,جكستر,Wholesale and Retail Trade,Retail trade (food),بيع البيتزا ,770579631,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:31:47.846000,10:39:56.111000
381191313,2024-09-08,32.0022443,35.7915068,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,ديفا ستايل,Service Activities,Personal services,صالون سيدات,796760563,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:25:24.816000,10:31:44.575000
381191315,2024-09-08,32.0020171,35.7911121,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,Bit house,Service Activities,Personal services, طيور ومستلزمات,796416004,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:20:43.673000,10:25:01.276000
381191321,2024-09-08,32.0020521,35.7911253,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,مؤسسة جنة الفحيص,Construction,Commercial construction,بيع مواد بناء,795858884,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:12:25.398000,10:20:32.885000
381191324,2024-09-08,32.0020579,35.7897707,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,الكردي للالعاب,Wholesale and Retail Trade,Retail trade (general merchandise),بيع العاب اطفال,795943426,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:04:40.553000,10:12:14.479000
381191326,2024-09-08,32.0021383,35.7895132,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,قهوة ابو ماجد,Service Activities,Personal services,بيع قهوة,782322248,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:01:34.338000,10:04:34.085000
381191332,2024-09-08,32.0022398,35.7888446,Balqaa,Fuhais and Mahes,Yes,Sole proprietorship,لهلوب,Wholesale and Retail Trade,Retail trade (general merchandise),بيع العاب اطفال,79913113,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,09:55:12.092000,10:01:21.580000
381218687,2024-09-08,31.7121519,35.7950507,Madaba,Madaba Qasabah,Yes,Sole proprietorship,محل جمال مصاروة,Service Activities,Personal services,دهانات وديكورات ,797565572,797565572,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:34:04.245000,11:41:00.853000
381218692,2024-09-08,31.7121799,35.7940496,Madaba,Madaba Qasabah,Yes,Sole proprietorship,الفرقان للسلامة العامة ,Manufacturing,Machinery manufacturing,انظمة سلامة عامة ، صيانة عامة ,798722426,798722426,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:43:02.435000,11:53:33.562000
381218699,2024-09-08,31.7124748,35.7933929,Madaba,Madaba Qasabah,Yes,Sole proprietorship,الفخامة ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع البضائع السعودية ,795194077,795194077,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:54:34.579000,11:58:40.331000
381218702,2024-09-08,31.7139624,35.7915033,Madaba,Madaba Qasabah,Yes,Sole proprietorship,الملاك الابيض,Wholesale and Retail Trade,Retail trade (general merchandise),استئجار فساتين عرائس ,77738507,77738507,Less than 10 employees,Micro,Yes,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,بائع ,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:01:23.179000,12:14:58.174000
381218709,2024-09-08,31.712959,35.792165,Madaba,Madaba Qasabah,Yes,Sole proprietorship,Versele laga ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع الحيوانات الاليفة وطعامها ,777778394,772030710,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:15:16.204000,12:27:38.080000
381218711,2024-09-08,31.7161997,35.7913603,Madaba,Madaba Qasabah,Yes,Limited liability,الرميل للخدمات اللوجستية ١,Service Activities,Personal services,نقل، تكنولوجيا معلومات ,779710846,779117899,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,12:32:03.237000,13:12:09.346000
381218714,2024-09-08,31.7196143,35.7936533,Madaba,Madaba Qasabah,Yes,Sole proprietorship,مكتب مهندس فلاح العوايدة ,Construction,Residential construction,تصميم الهندسي والديكورات,797284415,797284415,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:18:36.235000,13:38:52.806000
381218718,2024-09-08,31.7194683,35.7936376,Madaba,Madaba Qasabah,No,Not Registered,مكتب المحامي زياد خالد الحلايبة,Service Activities,Personal services,استشارات قانونية ,777365045,777365045,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:39:55.001000,13:45:26.918000
381218723,2024-09-08,31.7195084,35.7936491,Madaba,Madaba Qasabah,Yes,Sole proprietorship,عيادة الدكتور كفاح المومني لجراحة العيون ,Human Health and Social Work Activities,Clinics,طب وجراحة العيون ,795590848,795590848,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:45:47.109000,13:55:04.622000
